date,open,close,high,low,volume,company,Exchange,Currency,Country,Sector,Industry,Address,year,fiscalDateEnding,totalAssets,inventory,totalLiabilities
2013-02-28,459.11,441.4,484.94,437.66,333715500,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2013,NA,NA,NA,NA
2013-01-31,553.82,455.49,555.0,435.0,468693700,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2013,NA,NA,NA,NA
2012-12-31,593.65,532.1729,594.59,501.23,433312600,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2012,NA,NA,NA,NA
2012-11-30,598.22,585.28,603.0,505.7501,461780400,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2012,NA,NA,NA,NA
2012-10-31,671.5,595.32,676.75,587.7,433672500,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2012,NA,NA,NA,NA
2012-09-28,665.76,667.105,705.07,656.0,328535900,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2012,NA,NA,NA,NA
2012-08-31,615.905,665.24,680.87,600.25,295578800,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2012,NA,NA,NA,NA
2012-07-31,584.73,610.76,619.87,570.0,318201800,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2012,NA,NA,NA,NA
2012-06-29,569.16,584.0,590.0,548.5,280565200,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2012,NA,NA,NA,NA
2012-05-31,584.9,577.73,596.76,522.18,396655200,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2012,NA,NA,NA,NA
2012-04-30,601.83,583.98,644.0,555.0,557106800,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2012,NA,NA,NA,NA
2012-03-30,548.17,599.55,621.45,516.221,556583500,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2012,NA,NA,NA,NA
2012-02-29,458.41,542.44,547.61,453.98,406019800,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2012,NA,NA,NA,NA
2012-01-31,409.4,456.48,458.24,409.0,244994800,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2012,NA,NA,NA,NA
2011-12-30,382.54,405.0,409.09,377.68,225233300,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2011,NA,NA,NA,NA
2011-11-30,397.41,382.2,408.0,363.32,320132200,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2011,NA,NA,NA,NA
2011-10-31,380.37,404.78,426.7,354.24,469336700,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2011,NA,NA,NA,NA
2011-09-30,385.82,381.32,422.86,366.48,427766000,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2011,NA,NA,NA,NA
2011-08-31,397.78,384.83,399.5,353.02,576521400,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2011,NA,NA,NA,NA
2011-07-29,335.95,390.48,404.5,334.2,380498100,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2011,NA,NA,NA,NA
2011-06-30,348.87,335.67,352.132,310.5,330851800,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2011,NA,NA,NA,NA
2011-05-31,349.74,347.83,351.83,329.42,246859300,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2011,NA,NA,NA,NA
2011-04-29,351.11,350.13,355.13,320.16,330493900,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2011,NA,NA,NA,NA
2011-03-31,355.47,348.5075,361.67,326.26,403802100,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2011,NA,NA,NA,NA
2011-02-28,341.3,353.21,364.9,337.72,331998200,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2011,NA,NA,NA,NA
2011-01-31,325.64,339.32,348.6,324.8365,387197700,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2011,NA,NA,NA,NA
2010-12-31,315.27,322.56,326.66,314.89,249044100,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2010,NA,NA,NA,NA
2010-11-30,302.22,311.15,321.3,297.76,339574500,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2010,NA,NA,NA,NA
2010-10-29,283.75,300.98,319.0,277.77,436949200,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2010,NA,NA,NA,NA
2010-09-30,247.47,283.75,294.73,246.28,423211400,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2010,NA,NA,NA,NA
2010-08-31,260.44,243.1,264.28,235.56,342468600,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2010,NA,NA,NA,NA
2010-07-30,254.3,257.25,265.99,239.6,559632300,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2010,NA,NA,NA,NA
2010-06-30,259.69,251.53,279.01,242.2,594687600,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2010,NA,NA,NA,NA
2010-05-28,263.84,256.88,267.88,199.25,645809100,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2010,NA,NA,NA,NA
2010-04-30,237.49,261.09,272.46,232.75,441683200,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2010,NA,NA,NA,NA
2010-03-31,205.75,235.0,237.48,205.45,434077600,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2010,NA,NA,NA,NA
2010-02-26,192.37,204.62,205.17,190.85,384860000,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2010,NA,NA,NA,NA
2010-01-29,213.43,192.063,215.59,190.25,541749800,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2010,NA,NA,NA,NA
2009-12-31,202.24,210.732,213.95,188.68,406927100,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2009,NA,NA,NA,NA
2009-11-30,189.8,199.91,208.0,185.57,301956600,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2009,NA,NA,NA,NA
2009-10-30,185.35,188.5,208.7099,180.7,462720600,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2009,NA,NA,NA,NA
2009-09-30,167.99,185.35,188.9,164.11,356761400,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2009,NA,NA,NA,NA
2009-08-31,165.21,168.21,172.49,159.42,291611600,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2009,NA,NA,NA,NA
2009-07-31,143.5,163.39,165.0,134.42,390790600,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2009,NA,NA,NA,NA
2009-06-30,136.47,142.43,146.4,132.88,452699000,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2009,NA,NA,NA,NA
2009-05-29,125.8,135.81,135.9,119.38,337755100,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2009,NA,NA,NA,NA
2009-04-30,104.09,125.83,127.2,103.89,422202900,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2009,NA,NA,NA,NA
2009-03-31,89.31,105.12,109.98,82.33,550878500,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2009,NA,NA,NA,NA
2009-02-27,89.1,89.31,103.0,86.51,495266100,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2009,NA,NA,NA,NA
2009-01-30,85.88,90.13,97.17,78.2,646633600,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2009,NA,NA,NA,NA
2008-12-31,91.3,85.35,103.6,84.55,721923100,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2008,NA,NA,NA,NA
2008-11-28,105.93,92.67,111.79,79.14,843552200,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2008,NA,NA,NA,NA
2008-10-31,111.92,107.59,116.4,85.0,1479525400,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2008,NA,NA,NA,NA
2008-09-30,172.4,113.66,173.5,100.59,859555800,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2008,NA,NA,NA,NA
2008-08-29,159.94,169.53,180.45,152.91,467348400,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2008,NA,NA,NA,NA
2008-07-31,164.05,158.95,180.91,146.53,705348600,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2008,NA,NA,NA,NA
2008-06-30,188.5,167.44,189.95,164.15,695564100,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2008,NA,NA,NA,NA
2008-05-30,175.01,188.75,192.24,172.0,663864800,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2008,NA,NA,NA,NA
2008-04-30,146.3,173.95,180.0,143.61,813820800,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2008,NA,NA,NA,NA
2008-03-31,124.44,143.5,145.74,118.0,818831200,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2008,NA,NA,NA,NA
2008-02-29,136.24,125.02,136.59,115.44,888069800,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2008,NA,NA,NA,NA
2008-01-31,199.27,135.36,200.26,126.14,1256210300,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2008,NA,NA,NA,NA
2007-12-31,181.86,198.08,202.96,176.99,616167100,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2007,NA,NA,NA,NA
2007-11-30,188.6,182.22,192.68,150.63,935706800,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2007,NA,NA,NA,NA
2007-10-31,154.63,189.95,190.12,152.93,831349700,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2007,NA,NA,NA,NA
2007-09-28,139.94,153.47,155.0,130.0,747543700,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2007,NA,NA,NA,NA
2007-08-31,133.64,138.48,139.65,111.62,870028500,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2007,NA,NA,NA,NA
2007-07-31,121.05,131.76,148.92,119.3,857806200,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2007,NA,NA,NA,NA
2007-06-29,121.1,122.04,127.61,115.4,831412200,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2007,NA,NA,NA,NA
2007-05-31,99.59,121.191,122.17,98.55,620181000,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2007,NA,NA,NA,NA
2007-04-30,94.14,99.8,102.5,89.6,480705000,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2007,NA,NA,NA,NA
2007-03-30,84.03,92.91,96.83,83.75,568523000,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2007,NA,NA,NA,NA
2007-02-28,86.23,84.61,90.81,82.86,490084100,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2007,NA,NA,NA,NA
2007-01-31,86.29,85.73,97.8,81.9,971777900,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2007,NA,NA,NA,NA
2006-12-29,91.8,84.84,92.33,76.77,603242600,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2006,NA,NA,NA,NA
2006-11-30,81.1,91.66,93.159,77.79,494103000,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2006,NA,NA,NA,NA
2006-10-31,75.1,81.08,82.6,72.6,513855600,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2006,NA,NA,NA,NA
2006-09-29,68.48,76.98,77.78,67.82,632912800,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2006,NA,NA,NA,NA
2006-08-31,67.22,67.85,70.0,62.58,638844500,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2006,NA,NA,NA,NA
2006-07-31,57.52,67.96,68.63,50.16,624276500,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2006,NA,NA,NA,NA
2006-06-30,59.85,57.27,63.1,55.41,640593700,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2006,NA,NA,NA,NA
2006-05-31,70.78,59.77,73.8,58.69,557456400,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2006,NA,NA,NA,NA
2006-04-28,63.66,70.39,72.05,61.05,718545800,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2006,NA,NA,NA,NA
2006-03-31,69.0,62.72,69.99,57.67,828308300,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2006,NA,NA,NA,NA
2006-02-28,75.0,68.49,76.46,62.9,670024900,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2006,NA,NA,NA,NA
2006-01-31,72.332,75.51,86.4,70.87,781370400,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2006,NA,NA,NA,NA
2005-12-30,68.95,71.89,75.46,68.81,466577300,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2005,NA,NA,NA,NA
2005-11-30,57.24,67.82,71.07,56.87,480586700,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2005,NA,NA,NA,NA
2005-10-31,54.16,57.59,57.98,47.87,665837400,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2005,NA,NA,NA,NA
2005-09-30,47.0,53.61,54.56,46.09,440991800,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2005,NA,NA,NA,NA
2005-08-31,42.6,46.89,48.33,42.02,335743100,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2005,NA,NA,NA,NA
2005-07-29,36.83,42.65,44.38,36.29,360508800,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2005,NA,NA,NA,NA
2005-06-30,39.89,36.81,40.76,35.52,404542700,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2005,NA,NA,NA,NA
2005-05-31,36.21,39.7593,40.94,33.11,459224800,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2005,NA,NA,NA,NA
2005-04-29,42.09,36.06,44.45,34.0,691982800,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2005,NA,NA,NA,NA
2005-03-31,44.99,41.67,45.11,38.83,524140000,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2005,NA,NA,NA,NA
2005-02-28,77.05,44.86,90.88,43.96,383016900,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2005,NA,NA,NA,NA
2005-01-31,64.78,76.9,77.89,62.6,459075800,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2005,NA,NA,NA,NA
2004-12-31,67.79,64.4,67.95,61.6,284796700,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2004,NA,NA,NA,NA
2004-11-30,52.5,67.05,69.57,52.04,311421500,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2004,NA,NA,NA,NA
2004-10-29,39.15,52.4,53.2,37.65,287399400,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2004,NA,NA,NA,NA
2004-09-30,34.3,38.75,39.27,34.19,137026900,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2004,NA,NA,NA,NA
2004-08-31,31.18,34.49,35.18,29.7,143060100,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2004,NA,NA,NA,NA
2004-07-30,32.08,32.34,33.63,28.74,173153200,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2004,NA,NA,NA,NA
2004-06-30,27.79,32.54,34.19,27.61,146914900,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2004,NA,NA,NA,NA
2004-05-28,26.0,28.06,28.78,25.5,94719200,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2004,NA,NA,NA,NA
2004-04-30,26.9,25.78,29.58,25.49,159467400,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2004,NA,NA,NA,NA
2004-03-31,24.09,27.04,28.14,23.6,207609200,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2004,NA,NA,NA,NA
2004-02-27,22.46,23.92,24.1,21.7,87893400,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2004,NA,NA,NA,NA
2004-01-30,21.55,22.56,24.84,21.18,141567900,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2004,NA,NA,NA,NA
2003-12-31,21.04,21.37,21.9,19.25,97390600,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2003,NA,NA,NA,NA
2003-11-28,22.83,20.91,23.3,19.85,88823300,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2003,NA,NA,NA,NA
2003-10-31,20.75,22.89,25.011,20.19,125717700,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2003,NA,NA,NA,NA
2003-09-30,22.66,20.72,23.32,20.149,95490800,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2003,NA,NA,NA,NA
2003-08-29,21.0,22.61,22.85,19.42,76920800,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2003,NA,NA,NA,NA
2003-07-31,18.87,21.08,21.57,18.51,93183400,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2003,NA,NA,NA,NA
2003-06-30,18.1,19.06,19.69,16.63,109166700,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2003,NA,NA,NA,NA
2003-05-30,14.25,17.95,19.0,14.0,193063300,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2003,NA,NA,NA,NA
2003-04-30,14.2,14.22,14.95,12.72,138845400,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2003,NA,NA,NA,NA
2003-03-31,15.01,14.14,15.16,14.04,71935800,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2003,NA,NA,NA,NA
2003-02-28,14.41,15.01,15.3,13.8,73469700,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2003,NA,NA,NA,NA
2003-01-31,14.36,14.36,15.38,13.56,107961300,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2003,NA,NA,NA,NA
2002-12-31,15.9,14.33,16.1,13.78,80900700,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2002,NA,NA,NA,NA
