date,open,close,high,low,volume,company,Exchange,Currency,Country,Sector,Industry,Address,year,fiscalDateEnding,totalAssets,inventory,totalLiabilities
2002-11-29,15.94,15.5,17.38,15.01,80923600,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2002,NA,NA,NA,NA
2002-10-31,14.59,16.07,16.44,13.36,118061300,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2002,NA,NA,NA,NA
2002-09-30,14.49,14.5,15.19,14.05,94497100,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2002,NA,NA,NA,NA
2002-08-30,15.11,14.75,16.25,13.97,91994400,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2002,NA,NA,NA,NA
2002-07-31,17.71,15.26,18.79,13.8,144971700,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2002,NA,NA,NA,NA
2002-06-28,23.39,17.72,23.45,15.98,155500300,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2002,NA,NA,NA,NA
2002-05-31,24.29,23.3,25.98,22.14,106717100,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2002,NA,NA,NA,NA
2002-04-30,24.7,24.27,26.17,23.0,114693500,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2002,NA,NA,NA,NA
2002-03-28,21.93,23.67,25.3,21.82,94974700,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2002,NA,NA,NA,NA
2002-02-28,24.96,21.7,25.98,20.94,139954000,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2002,NA,NA,NA,NA
2002-01-31,22.05,24.72,24.73,20.26,152060300,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2002,NA,NA,NA,NA
2001-12-31,21.06,21.9,24.03,20.09,82675700,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2001,NA,NA,NA,NA
2001-11-30,17.65,21.3,21.55,17.25,95888300,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2001,NA,NA,NA,NA
2001-10-31,15.49,17.56,19.42,14.83,134718700,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2001,NA,NA,NA,NA
2001-09-28,18.5,15.51,19.08,14.68,98777200,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2001,NA,NA,NA,NA
2001-08-31,19.01,18.55,19.9,17.28,91595700,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2001,NA,NA,NA,NA
2001-07-31,23.64,18.79,25.22,17.85,154555400,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2001,NA,NA,NA,NA
2001-06-29,20.13,23.25,25.1,19.35,136397600,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2001,NA,NA,NA,NA
2001-05-31,25.41,19.95,26.7,19.3,133364900,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2001,NA,NA,NA,NA
2001-04-30,22.09,25.49,27.12,18.75,199267700,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2001,NA,NA,NA,NA
2001-03-30,17.81,22.07,23.75,17.19,192840400,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2001,NA,NA,NA,NA
2001-02-28,20.69,18.25,21.94,18.0,125424400,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2001,NA,NA,NA,NA
2001-01-31,14.88,21.62,22.5,14.44,244811800,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2001,NA,NA,NA,NA
2000-12-29,17.0,14.88,17.5,13.63,158195900,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2000,NA,NA,NA,NA
2000-11-30,19.44,16.5,23.0,16.12,151578100,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2000,NA,NA,NA,NA
2000-10-31,26.69,19.56,26.75,17.5,391174800,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2000,NA,NA,NA,NA
2000-09-29,61.31,25.75,64.12,25.37,259230900,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2000,NA,NA,NA,NA
2000-08-31,50.31,60.94,61.5,44.25,100644400,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2000,NA,NA,NA,NA
2000-07-31,52.13,50.81,60.63,46.88,102620900,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2000,NA,NA,NA,NA
2000-06-30,81.75,52.38,103.94,50.31,89106200,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2000,NA,NA,NA,NA
2000-05-31,124.87,84.0,126.25,81.75,87569200,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2000,NA,NA,NA,NA
2000-04-28,135.5,124.06,139.5,104.87,77342900,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2000,NA,NA,NA,NA
2000-03-31,118.56,135.81,150.38,114.0,77663900,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2000,NA,NA,NA,NA
2000-02-29,104.0,114.62,119.94,97.0,65355200,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2000,NA,NA,NA,NA
2000-01-31,104.87,103.75,121.5,86.5,112099800,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",2000,NA,NA,NA,NA
1999-12-31,101.0,102.81,118.0,91.06,84091200,AAPL,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",1999,NA,NA,NA,NA
2023-09-20,47.51,46.55,49.1881,45.25,212778711,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2023,NA,NA,NA,NA
2023-08-31,48.67,47.23,49.03,42.95,484045855,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2023,NA,NA,NA,NA
2023-07-31,43.17,49.46,49.49,41.746,420582280,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2023,NA,NA,NA,NA
2023-06-30,37.5,43.17,45.24,37.265,482575452,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2023,NA,NA,NA,NA
2023-05-31,32.0,37.93,40.5,31.76,658986111,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2023,NA,NA,NA,NA
2023-04-28,31.5,31.05,32.93,29.22,362097852,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2023,NA,NA,NA,NA
2023-03-31,33.43,31.7,35.11,29.97,483517493,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2023,NA,NA,NA,NA
2023-02-28,30.88,33.26,37.58,30.64,656146852,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2023,NA,NA,NA,NA
2023-01-31,25.37,30.93,31.2,25.02,369525048,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2023,NA,NA,NA,NA
2022-12-30,29.22,24.73,29.6,23.9,416467654,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2022,2022-12-31 00:00:00,32109000000.0,680000000.0,23605000000.0
2022-11-30,30.07,29.14,31.815,26.44,545295434,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2022,2022-12-31 00:00:00,32109000000.0,680000000.0,23605000000.0
2022-10-31,26.76,26.57,30.24,22.94,546927911,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2022,2022-12-31 00:00:00,32109000000.0,680000000.0,23605000000.0
2022-09-30,28.17,26.5,34.325,26.0,559623745,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2022,2022-12-31 00:00:00,32109000000.0,680000000.0,23605000000.0
2022-08-31,23.43,28.76,33.36,22.885,715248594,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2022,2022-12-31 00:00:00,32109000000.0,680000000.0,23605000000.0
2022-07-29,20.7,23.45,24.81,20.43,469814733,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2022,2022-12-31 00:00:00,32109000000.0,680000000.0,23605000000.0
2022-06-30,23.53,20.46,26.69,19.895,702032527,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2022,2022-12-31 00:00:00,32109000000.0,680000000.0,23605000000.0
2022-05-31,31.24,23.2,31.35,21.275,968999629,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2022,2022-12-31 00:00:00,32109000000.0,680000000.0,23605000000.0
2022-04-29,35.68,31.48,36.93,30.16,495740107,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2022,2022-12-31 00:00:00,32109000000.0,680000000.0,23605000000.0
2022-03-31,35.45,35.68,37.45,28.2777,786085482,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2022,2022-12-31 00:00:00,32109000000.0,680000000.0,23605000000.0
2022-02-28,37.63,36.03,42.56,29.71,739378199,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2022,2022-12-31 00:00:00,32109000000.0,680000000.0,23605000000.0
2022-01-31,42.48,37.4,45.9,32.81,576599671,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2022,2022-12-31 00:00:00,32109000000.0,680000000.0,23605000000.0
2021-12-31,39.45,41.93,44.35,34.88,685421227,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2021,2021-12-31 00:00:00,38774000000.0,1643000000.0,23425000000.0
2021-11-30,44.07,38.0,48.74,37.035,637533556,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2021,2021-12-31 00:00:00,38774000000.0,1643000000.0,23425000000.0
2021-10-29,45.915,43.82,48.88,43.57,389229016,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2021,2021-12-31 00:00:00,38774000000.0,1643000000.0,23425000000.0
2021-09-30,39.98,44.8,47.43,38.08,620033032,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2021,2021-12-31 00:00:00,38774000000.0,1643000000.0,23425000000.0
2021-08-31,44.1,39.14,44.935,38.84,572392080,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2021,2021-12-31 00:00:00,38774000000.0,1643000000.0,23425000000.0
2021-07-30,50.88,43.46,52.03,43.34,387006287,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2021,2021-12-31 00:00:00,38774000000.0,1643000000.0,23425000000.0
2021-06-30,51.62,50.12,52.36,47.75,388063612,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2021,2021-12-31 00:00:00,38774000000.0,1643000000.0,23425000000.0
2021-05-28,55.12,50.83,56.13,43.17,552187814,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2021,2021-12-31 00:00:00,38774000000.0,1643000000.0,23425000000.0
2021-04-30,55.61,54.77,61.5,53.11,347749061,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2021,2021-12-31 00:00:00,38774000000.0,1643000000.0,23425000000.0
2021-03-31,53.67,54.51,61.02,50.81,408000543,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2021,2021-12-31 00:00:00,38774000000.0,1643000000.0,23425000000.0
2021-02-26,52.12,51.75,64.05,50.61,407192508,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2021,2021-12-31 00:00:00,38774000000.0,1643000000.0,23425000000.0
2021-01-29,52.22,50.93,60.03,47.15,481456833,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2021,2021-12-31 00:00:00,38774000000.0,1643000000.0,23425000000.0
2020-12-31,50.0,51.0,56.02,48.53,420751830,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2020,2020-12-31 00:00:00,33252000000.0,767000000.0,19498000000.0
2020-11-30,34.15,49.66,52.15,34.06,538984147,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2020,2020-12-31 00:00:00,33252000000.0,767000000.0,19498000000.0
2020-10-30,36.86,33.41,38.35,32.9,350032618,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2020,2020-12-31 00:00:00,33252000000.0,767000000.0,19498000000.0
2020-09-30,33.45,36.48,38.52,31.55,502782216,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2020,2020-12-31 00:00:00,33252000000.0,767000000.0,19498000000.0
2020-08-31,30.24,33.63,34.795,28.48,490880163,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2020,2020-12-31 00:00:00,33252000000.0,767000000.0,19498000000.0
2020-07-31,30.96,30.26,34.46,29.785,391681430,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2020,2020-12-31 00:00:00,33252000000.0,767000000.0,19498000000.0
2020-06-30,35.64,31.08,38.7825,28.39,544280380,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2020,2020-12-31 00:00:00,33252000000.0,767000000.0,19498000000.0
2020-05-29,29.13,36.32,36.45,26.58,734156546,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2020,2020-12-31 00:00:00,33252000000.0,767000000.0,19498000000.0
2020-04-30,26.5,30.27,32.0,21.67,621093926,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2020,2020-12-31 00:00:00,33252000000.0,767000000.0,19498000000.0
2020-03-31,34.05,27.92,35.34,13.71,1093991970,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2020,2020-12-31 00:00:00,33252000000.0,767000000.0,19498000000.0
2020-02-28,36.75,33.87,41.86,30.67,775101627,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2020,2020-12-31 00:00:00,33252000000.0,767000000.0,19498000000.0
2020-01-31,29.94,36.29,37.95,29.79,531238496,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2020,2020-12-31 00:00:00,33252000000.0,767000000.0,19498000000.0
2019-12-31,29.32,29.74,31.06,27.605,617857481,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2019,2019-12-31 00:00:00,31761000000.0,99000000.0,16578000000.0
2019-11-29,31.45,29.6,31.75,25.58,843568973,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2019,2019-12-31 00:00:00,31761000000.0,99000000.0,16578000000.0
2019-10-31,30.37,31.5,33.89,28.31,215087487,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2019,2019-12-31 00:00:00,31761000000.0,99000000.0,16578000000.0
2019-09-30,32.1,30.47,35.14,30.13,173632869,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2019,2019-12-31 00:00:00,31761000000.0,99000000.0,16578000000.0
2019-08-30,42.14,32.57,43.0,32.04,281377863,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2019,2019-12-31 00:00:00,31761000000.0,99000000.0,16578000000.0
2019-07-31,46.98,42.14,47.04,41.84,154805724,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2019,2019-12-31 00:00:00,31761000000.0,99000000.0,16578000000.0
2019-06-28,40.7435,46.38,47.08,40.24,249870881,UBER,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1455 MARKET ST., 4TH FLOOR, SAN FRANCISCO, CA, US",2019,2019-12-31 00:00:00,31761000000.0,99000000.0,16578000000.0
